Part_ID,Part_Name,Equipment_Family_ID,Equipment_Family,Equipment_Model,Part_Category_ID,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,Target_Service_Level,Avg_Weekly_Demand_Seed,ABC_Class,Source_Context,Movement_Class,Movement_Lines_36M,Annual_Lines,Avg_Monthly_Lines,Cumulative_Movement_%,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Min_Dimension_mm,Stock_Managed,Avg_Daily_Qty,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Max_Stock_Qty,Stock_Qty,Total_Qty_36M,Total_Volume_cm3,XYZ_Class,Avg_Weekly_Demand,Demand_CV,Available_Qty,Estimated_Inventory_Value
WB-PNE-0258,Eyelight Air Regulator,WB,Wheel Balancer,Eyelight,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-010,EU,370.0,Small Rack,Active,0.94,0.342,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-G86,D,199,149,156,4626,199,149,0,0.068,1.1,1,2,3,2,54,13878,Z,0.0,,2,740.0
AD-HYD-0788,Diagnostic Console Lift Cylinder Seal,AD,ADAS & Diagnosis,Diagnostic Console,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-007,Eastern Europe,425.0,Small Rack,Active,0.94,0.336,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L64,D,275,208,100,5720,275,100,0,0.067,1.4,2,3,5,2,53,28600,Z,0.0,,4,1700.0
TC-HYD-0150,Artiglio Master Pump Assembly,TC,Tyre Changer,Artiglio Master,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-006,EU,580.0,Small Rack,Active,0.94,0.247,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D86,F,546,309,56,9448,546,56,1,0.049,1.0,1,2,4,3,39,37792,Z,0.0,,3,1740.0
WB-SNS-0126,ET Series Encoder Sensor,WB,Wheel Balancer,ET Series,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-002,Italy,590.0,Electronics Cage,Active,0.94,0.231,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-S86,F,605,318,77,14814,605,77,0,0.046,1.0,1,2,4,4,37,59256,Z,0.0,,4,2360.0
TC-HYD-0011,A2024 LL Hose Coupling,TC,Tyre Changer,A2024 LL,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-009,Italy,510.0,Small Rack,Active,0.97,0.242,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q27,E,293,148,177,7675,293,148,0,0.048,1.0,1,2,4,5,38,30700,Z,0.0,,4,2040.0
TC-HYD-0883,HD1200 Truck Pump Assembly,TC,Tyre Changer,HD1200 Truck,HYD,"Hydraulic pumps, hoses & seals",intermittent,Critical,SUP-010,EU,355.0,Small Rack,Active,0.985,0.256,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y63,VER,1053,738,72,55952,1053,72,0,0.051,1.1,1,2,4,1,40,223808,Z,0.0192307692307692,12.4899959967968,4,1420.0
WB-HYD-0761,EM 9000 Pump Assembly,WB,Wheel Balancer,EM 9000,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-001,Italy,185.0,Small Rack,Active,0.94,0.304,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-G52,VER,1292,553,94,67161,1292,94,0,0.061,1.0,1,2,3,3,48,201483,Z,0.0128205128205128,8.80322521542806,3,555.0
TC-SNS-0756,Basic Line TC Encoder Sensor,TC,Tyre Changer,Basic Line TC,SNS,"Sensors, encoders & switches",intermittent,High,SUP-015,EU,120.0,Electronics Cage,Active,0.97,0.328,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Z43,B,86,109,22,206,109,22,0,0.066,1.4,2,3,5,2,52,1030,Z,0.0128205128205128,8.80322521542806,5,600.0
TE-HYD-0624,Inspection Line Flow Valve,TE,Technical Control,Inspection Line,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-008,EU,280.0,Small Rack,Active,0.97,0.279,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-M12,PALLET,948,720,504,344010,948,504,1,0.056,1.1,1,2,4,4,44,1376040,Z,0.0256410256410256,6.18426723956223,4,1120.0
TC-SNS-0910,A2024 LL Speed Sensor,TC,Tyre Changer,A2024 LL,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-015,EU,205.0,Electronics Cage,Active,0.94,0.32,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-H55,D,202,247,140,6985,247,140,1,0.064,1.4,1,2,4,4,50,27940,Z,0.0,,4,820.0
AD-HYD-0674,Camera Calibration Flow Valve,AD,ADAS & Diagnosis,Camera Calibration,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-018,EU,130.0,Small Rack,Active,0.97,0.33,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q82,VER,892,334,40,11917,892,40,0,0.066,1.3,1,2,3,3,52,35751,Z,0.0,,3,390.0
TC-HYD-0051,A2024 LL Flow Valve,TC,Tyre Changer,A2024 LL,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-015,EU,330.0,Small Rack,New,0.97,0.28,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L60,D,148,178,100,2634,178,100,1,0.056,1.4,1,2,4,3,44,10536,Z,0.0192307692307692,9.28543778390172,3,990.0
AD-PNE-0995,Radar Calibration Solenoid Valve,AD,ADAS & Diagnosis,Radar Calibration,PNE,Pneumatic valves & cylinders,intermittent,Critical,SUP-004,EU,180.0,Small Rack,Active,0.985,0.341,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-F12,PALLET,1196,615,772,567837,1196,615,0,0.068,1.0,2,3,5,4,54,2839185,Z,0.0,,4,720.0
VL-PNE-0430,Alignment Lift Air Hose Set,VL,Vehicle Lift,Alignment Lift,PNE,Pneumatic valves & cylinders,intermittent,Low,SUP-016,EU,325.0,Small Rack,Active,0.9,0.305,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-T03,VER,719,693,60,29896,719,60,0,0.061,1.1,1,2,4,2,48,119584,Z,0.0,,2,650.0
TE-PNE-0304,Suspension Tester Air Hose Set,TE,Technical Control,Suspension Tester,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-002,Italy,350.0,Small Rack,Active,0.94,0.302,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-P03,VER,1116,276,31,9548,1116,31,0,0.06,1.0,1,2,3,4,48,28644,Z,0.0064102564102564,12.4899959967968,4,1400.0
TC-PNE-0695,Basic Line TC Air Regulator,TC,Tyre Changer,Basic Line TC,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-004,EU,215.0,Small Rack,Active,0.94,0.256,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-T04,F,370,595,45,9907,595,45,1,0.051,1.0,1,2,3,1,40,29721,Z,0.0,,2,430.0
AD-HYD-0698,Radar Calibration Flow Valve,AD,ADAS & Diagnosis,Radar Calibration,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-009,Italy,240.0,Small Rack,Active,0.97,0.25,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-F19,E,288,344,15,1486,344,15,0,0.05,1.0,1,2,3,2,39,4458,Z,0.0128205128205128,12.4899959967968,2,480.0
TC-SNS-0012,Artiglio Master Load Cell,TC,Tyre Changer,Artiglio Master,SNS,"Sensors, encoders & switches",intermittent,Critical,SUP-003,EU,380.0,Electronics Cage,Active,0.985,0.207,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-M46,B,67,76,119,606,119,67,0,0.041,1.0,1,2,4,2,33,2424,Z,0.0,,2,760.0
WB-HYD-0823,Mobile Balancer Flow Valve,WB,Wheel Balancer,Mobile Balancer,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-015,EU,285.0,Small Rack,Active,0.94,0.225,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-T01,D,114,155,103,1820,155,103,0,0.045,1.4,1,2,4,3,36,7280,Z,0.0,,2,570.0
WA-SNS-0859,Exact Precision Position Sensor,WA,Wheel Aligner,Exact Precision,SNS,"Sensors, encoders & switches",intermittent,High,SUP-015,EU,165.0,Electronics Cage,Active,0.97,0.277,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-F95,D,148,183,25,677,183,25,0,0.055,1.4,1,2,4,3,44,2708,Z,0.0192307692307692,9.28543778390172,3,495.0
WA-PNE-0671,3D Aligner Manifold Valve,WA,Wheel Aligner,3D Aligner,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-012,Italy,140.0,Small Rack,Active,0.94,0.279,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D25,VER,1314,421,166,91830,1314,166,0,0.056,1.0,1,2,4,4,44,367320,Z,0.0,,4,560.0
TC-MTR-0395,A2024 LL Gear Motor,TC,Tyre Changer,A2024 LL,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-006,EU,1930.0,Heavy Rack,Active,0.97,0.171,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-E61,E,307,134,50,2057,307,50,0,0.034,1.0,1,2,3,3,27,6171,Z,0.0192307692307692,12.4899959967968,3,5790.0
VL-PCB-0489,Alignment Lift Power Supply Board,VL,Vehicle Lift,Alignment Lift,PCB,Control boards & displays,rare_critical,High,SUP-013,North America,1130.0,Electronics Cage,Active,0.97,0.175,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-I50,ORANGE,924,613,307,173888,924,307,0,0.035,2.7,1,2,3,2,28,521664,Z,0.0,,2,2260.0
WA-PCB-0411,Camera Aligner Display Module,WA,Wheel Aligner,Camera Aligner,PCB,Control boards & displays,rare_critical,High,SUP-019,EU,560.0,Electronics Cage,Active,0.97,0.2,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-F83,B,93,43,86,344,93,43,0,0.04,1.0,1,2,4,3,32,1376,Z,0.0,,3,1680.0
TE-SNS-0716,Inspection Line Proximity Switch,TE,Technical Control,Inspection Line,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-017,EU,295.0,Electronics Cage,Active,0.94,0.252,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-B47,ORANGE,1115,489,552,300970,1115,489,0,0.05,1.0,1,2,4,3,40,1203880,Z,0.0064102564102564,12.4899959967968,2,590.0
TC-SNS-0852,A2024 LL Proximity Switch,TC,Tyre Changer,A2024 LL,SNS,"Sensors, encoders & switches",intermittent,Critical,SUP-014,Eastern Europe,475.0,Electronics Cage,Active,0.985,0.216,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-N73,B,79,74,20,117,79,20,0,0.043,1.6,1,2,3,2,34,351,Z,0.0,,2,950.0
TC-SNS-0023,Basic Line TC Limit Switch,TC,Tyre Changer,Basic Line TC,SNS,"Sensors, encoders & switches",intermittent,High,SUP-018,EU,150.0,Electronics Cage,Phase-out,0.97,0.279,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-B86,D,297,108,160,5132,297,108,0,0.056,1.3,1,2,4,5,44,20528,Z,0.0,,5,750.0
TC-SNS-0007,A2024 LL Position Sensor,TC,Tyre Changer,A2024 LL,SNS,"Sensors, encoders & switches",intermittent,Low,SUP-001,Italy,190.0,Electronics Cage,Active,0.9,0.27,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C76,VER,1256,519,108,70401,1256,108,1,0.054,1.0,1,2,4,5,43,281604,Z,0.0576923076923077,10.085938968413,5,950.0
TC-PCB-0616,Basic Line TC Processor Module,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Medium,SUP-003,EU,960.0,Electronics Cage,Active,0.94,0.19,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A85,PALLET,976,678,156,103230,976,156,0,0.038,1.0,1,2,3,3,30,309690,Z,0.0,,3,2880.0
VL-PCB-0199,Alignment Lift I/O Board,VL,Vehicle Lift,Alignment Lift,PCB,Control boards & displays,rare_critical,High,SUP-011,EU,630.0,Electronics Cage,Active,0.97,0.202,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C52,D,288,221,102,6492,288,102,0,0.04,1.0,1,2,4,1,32,25968,Z,0.0,,3,1890.0
VL-SNS-0326,ERCO Lift Speed Sensor,VL,Vehicle Lift,ERCO Lift,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-011,EU,520.0,Electronics Cage,Active,0.94,0.229,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-S82,D,260,182,86,4070,260,86,1,0.046,1.0,1,2,4,1,36,16280,Z,0.0256410256410256,6.18426723956223,3,1560.0
TC-PCB-0564,Artiglio Master Display Module,TC,Tyre Changer,Artiglio Master,PCB,Control boards & displays,rare_critical,High,SUP-015,EU,1370.0,Electronics Cage,Active,0.97,0.194,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y69,F,438,196,38,3262,438,38,0,0.039,1.4,1,2,4,4,31,13048,Z,0.0,,4,5480.0
TE-CMP-0949,Brake Tester Bead Breaker Pad,TE,Technical Control,Brake Tester,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-011,EU,240.0,Small Rack,Active,0.94,0.992,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-T34,B,104,30,95,296,104,30,1,0.198,1.0,2,3,5,2,155,1480,Z,0.0961538461538462,5.998107228333,5,1200.0
WB-MTR-0606,Mobile Balancer Rotation Drive,WB,Wheel Balancer,Mobile Balancer,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-002,Italy,1600.0,Heavy Rack,Active,0.94,0.148,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-B40,E,337,372,141,17676,372,141,0,0.03,1.0,1,2,4,1,24,70704,Z,0.0,,2,3200.0
WA-SNS-0465,3D Aligner Speed Sensor,WA,Wheel Aligner,3D Aligner,SNS,"Sensors, encoders & switches",intermittent,Low,SUP-007,Eastern Europe,270.0,Electronics Cage,Active,0.9,0.191,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A72,B,31,54,117,196,117,31,1,0.038,1.4,1,2,4,4,30,784,Z,0.0,,4,1080.0
WB-HYD-0971,Eyelight Hydraulic Seal Kit,WB,Wheel Balancer,Eyelight,HYD,"Hydraulic pumps, hoses & seals",intermittent,Critical,SUP-014,Eastern Europe,215.0,Small Rack,Phase-out,0.985,0.213,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C04,E,140,297,31,1289,297,31,0,0.043,1.6,1,2,3,2,34,3867,Z,0.0,,2,430.0
TC-SNS-0974,HD1200 Truck Proximity Switch,TC,Tyre Changer,HD1200 Truck,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-009,Italy,185.0,Electronics Cage,Active,0.94,0.239,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C57,B,111,80,42,373,111,42,0,0.048,1.0,1,2,4,5,38,1492,Z,0.0,,5,925.0
WB-PCB-0876,ET Series Control Board,WB,Wheel Balancer,ET Series,PCB,Control boards & displays,rare_critical,High,SUP-019,EU,1530.0,Electronics Cage,Active,0.97,0.154,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D76,E,376,220,59,4880,376,59,1,0.031,1.0,1,2,4,4,25,19520,Z,0.0,,3,4590.0
WB-PCB-0563,ET Series Operator Panel,WB,Wheel Balancer,ET Series,PCB,Control boards & displays,rare_critical,High,SUP-013,North America,980.0,Electronics Cage,Active,0.97,0.155,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y39,E,345,356,40,4913,356,40,0,0.031,2.7,1,2,4,5,25,19652,Z,0.0256410256410256,9.85507892637909,5,4900.0
TE-BRG-0109,Suspension Tester Support Bushing,TE,Technical Control,Suspension Tester,BRG,Bearings & shafts,regular,High,SUP-003,EU,80.0,Bin,Active,0.97,1.154,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-I77,B,140,65,35,318,140,35,1,0.231,1.0,3,5,9,10,181,2862,Z,0.211538461538462,2.8419300218338,10,800.0
WA-CMP-0472,Camera Aligner Turntable Clamp,WA,Wheel Aligner,Camera Aligner,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-001,Italy,205.0,Small Rack,Active,0.94,1.046,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-A06,VER,772,647,193,96400,772,193,1,0.209,1.0,3,5,7,6,164,674800,Z,0.0705128205128205,6.66398061946568,6,1230.0
VL-CMP-0353,Alignment Lift Jaw Cover,VL,Vehicle Lift,Alignment Lift,CMP,"Clamps, jaws & tooling",regular,High,SUP-018,EU,455.0,Small Rack,Active,0.97,0.95,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-B46,B,43,128,67,369,128,43,1,0.19,1.3,2,4,7,3,149,2583,Z,0.128205128205128,5.06800208773539,6,2730.0
WB-PCB-0805,EM 9000 Power Supply Board,WB,Wheel Balancer,EM 9000,PCB,Control boards & displays,rare_critical,High,SUP-003,EU,430.0,Electronics Cage,Active,0.97,0.18,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q84,D,151,227,115,3942,227,115,0,0.036,1.0,1,2,3,3,29,11826,Z,0.0,,3,1290.0
VL-MTR-0147,Scissor Lift Rotation Drive,VL,Vehicle Lift,Scissor Lift,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-018,EU,2300.0,Heavy Rack,Active,0.97,0.151,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-H88,E,354,219,101,7830,354,101,0,0.03,1.3,1,2,4,3,24,31320,Z,0.0,,3,6900.0
TE-PCB-0708,Suspension Tester Operator Panel,TE,Technical Control,Suspension Tester,PCB,Control boards & displays,rare_critical,Low,SUP-018,EU,940.0,Electronics Cage,Active,0.9,0.164,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q26,B,34,120,41,167,120,34,1,0.033,1.3,1,2,4,5,26,668,Z,0.0128205128205128,8.80322521542806,4,3760.0
TC-SNS-0863,A2024 LL Proximity Switch,TC,Tyre Changer,A2024 LL,SNS,"Sensors, encoders & switches",intermittent,High,SUP-017,EU,150.0,Electronics Cage,Active,0.97,0.254,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-F87,B,48,133,111,709,133,48,0,0.051,1.0,1,2,3,2,40,2127,Z,0.0,,2,300.0
TE-SAF-0340,Brake Tester Guard Switch,TE,Technical Control,Brake Tester,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-006,EU,710.0,Small Rack,Active,0.97,0.172,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q51,PALLET,943,787,313,232290,943,313,0,0.034,1.0,1,2,4,3,27,929160,Z,0.0,,3,2130.0
TC-MTR-0393,Artiglio Master Gear Motor,TC,Tyre Changer,Artiglio Master,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-009,Italy,670.0,Heavy Rack,Active,0.97,0.173,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C42,VER,1317,415,52,28421,1317,52,0,0.035,1.0,1,2,4,4,27,113684,Z,0.0256410256410256,6.18426723956223,4,2680.0
VL-SNS-0298,Two-Post Lift Speed Sensor,VL,Vehicle Lift,Two-Post Lift,SNS,"Sensors, encoders & switches",intermittent,Critical,SUP-001,Italy,205.0,Electronics Cage,Active,0.985,0.247,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-P71,E,313,242,150,11362,313,150,0,0.049,1.0,1,2,3,3,39,34086,Z,0.0064102564102564,12.4899959967968,3,615.0
AD-PCB-0744,SCE Calibration Control Board,AD,ADAS & Diagnosis,SCE Calibration,PCB,Control boards & displays,rare_critical,Medium,SUP-020,EU,980.0,Electronics Cage,Active,0.94,0.167,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q63,D,236,218,27,1389,236,27,0,0.033,1.3,1,2,3,2,27,4167,Z,0.0,,2,1960.0
TC-MTR-0745,Basic Line TC Motor Brake,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-010,EU,1210.0,Heavy Rack,Active,0.97,0.165,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-I19,VER,938,759,79,56243,938,79,0,0.033,1.1,1,2,3,2,26,168729,Z,0.0,,2,2420.0
TC-MTR-0262,Basic Line TC Motor Brake,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-019,EU,750.0,Heavy Rack,Active,0.97,0.167,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-S14,E,237,321,151,11488,321,151,0,0.033,1.0,1,2,3,2,27,34464,Z,0.0,,2,1500.0
VL-PCB-0229,ERCO Lift Power Supply Board,VL,Vehicle Lift,ERCO Lift,PCB,Control boards & displays,rare_critical,High,SUP-018,EU,445.0,Electronics Cage,Active,0.97,0.146,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-F53,D,218,187,76,3098,218,76,0,0.029,1.3,1,2,4,1,23,12392,Z,0.0064102564102564,12.4899959967968,3,1335.0
VL-PCB-0703,Two-Post Lift Processor Module,VL,Vehicle Lift,Two-Post Lift,PCB,Control boards & displays,rare_critical,High,SUP-005,Eastern Europe,1770.0,Electronics Cage,Active,0.97,0.131,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-I64,F,270,573,190,29395,573,190,1,0.026,1.4,1,2,4,4,21,117580,Z,0.0448717948717949,7.73780337391204,4,7080.0
TC-PCB-0106,Basic Line TC Keypad Board,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Critical,SUP-004,EU,720.0,Electronics Cage,Active,0.985,0.138,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A52,F,264,390,67,6898,390,67,0,0.028,1.0,1,2,3,2,22,20694,Z,0.0320512820512821,8.25084159930211,2,1440.0
TE-SAF-0166,Brake Tester Safety Lock,TE,Technical Control,Brake Tester,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-013,North America,495.0,Small Rack,Active,0.97,0.139,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C59,D,129,230,150,4450,230,129,0,0.028,2.7,1,2,3,4,22,13350,Z,0.0192307692307692,12.4899959967968,4,1980.0
WA-MTR-0806,REMO Motor Brake,WA,Wheel Aligner,REMO,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-019,EU,1020.0,Heavy Rack,Active,0.94,0.13,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q94,D,148,83,87,1069,148,83,0,0.026,1.0,1,2,4,4,21,4276,Z,0.0,,4,4080.0
AD-PCB-0097,Radar Calibration Operator Panel,AD,ADAS & Diagnosis,Radar Calibration,PCB,Control boards & displays,rare_critical,High,SUP-008,EU,380.0,Electronics Cage,Active,0.97,0.161,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-I86,PALLET,794,625,617,306186,794,617,0,0.032,1.1,1,2,3,4,26,918558,Z,0.0,,4,1520.0
TC-PCB-0555,A2024 LL Power Supply Board,TC,Tyre Changer,A2024 LL,PCB,Control boards & displays,rare_critical,Critical,SUP-010,EU,1440.0,Electronics Cage,New,0.985,0.135,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-I55,VER,713,455,96,31144,713,96,0,0.027,1.1,1,2,3,3,22,93432,Z,0.0,,3,4320.0
TC-MTR-0787,Basic Line TC Inverter Drive,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-001,Italy,1970.0,Heavy Rack,New,0.94,0.133,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y48,D,145,81,152,1785,152,81,0,0.027,1.0,1,2,4,4,21,7140,Z,0.0,,3,5910.0
TC-PCB-0743,Basic Line TC Display Module,TC,Tyre Changer,Basic Line TC,PCB,Control boards & displays,rare_critical,Critical,SUP-016,EU,1690.0,Electronics Cage,Active,0.985,0.133,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-N35,F,586,314,175,32201,586,175,0,0.027,1.1,1,2,4,3,21,128804,Z,0.0,,3,5070.0
TC-SAF-0174,Artiglio Master Safety Latch,TC,Tyre Changer,Artiglio Master,SAF,"Safety locks, guards & interlocks",rare_critical,High,SUP-003,EU,900.0,Small Rack,Active,0.97,0.144,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q50,D,85,106,91,820,106,85,0,0.029,1.0,1,2,3,3,23,2460,Z,0.0,,2,1800.0
AD-PCB-0285,Camera Calibration Power Supply Board,AD,ADAS & Diagnosis,Camera Calibration,PCB,Control boards & displays,rare_critical,Medium,SUP-016,EU,750.0,Electronics Cage,Active,0.94,0.145,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-E48,B,107,139,28,416,139,28,1,0.029,1.1,1,2,3,1,23,1248,Z,0.0,,3,2250.0
WB-SAF-0609,Eyelight Safety Lock,WB,Wheel Balancer,Eyelight,SAF,"Safety locks, guards & interlocks",rare_critical,Medium,SUP-010,EU,670.0,Small Rack,Active,0.94,0.157,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-B88,B,135,112,46,696,135,46,0,0.031,1.1,1,2,4,5,25,2784,Z,0.0384615384615385,5.01610310127101,4,2680.0
VL-PCB-0801,Alignment Lift Control Board,VL,Vehicle Lift,Alignment Lift,PCB,Control boards & displays,rare_critical,Medium,SUP-004,EU,390.0,Electronics Cage,Active,0.94,0.169,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A08,D,107,202,33,713,202,33,0,0.034,1.0,1,2,4,4,27,2852,Z,0.0,,3,1170.0
WA-MTR-0364,Exact Precision Servo Motor,WA,Wheel Aligner,Exact Precision,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-006,EU,1670.0,Heavy Rack,Active,0.94,0.143,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-N54,B,119,24,101,288,119,24,0,0.029,1.0,1,2,3,1,23,864,Z,0.0,,3,5010.0
