Part_ID,Part_Name,Equipment_Family,Equipment_Model,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,ABC_Class,Movement_Class,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Stock_Managed
TE-CON-0826,Brake Tester Filter Kit,Technical Control,Brake Tester,Consumables & service kits,frequent,Medium,SUP-019,EU,20.7,Bin,Active,A,C,R-C56,D,232,205,98,4661,232,1
WA-CON-0520,Camera Aligner Rubber Pad,Wheel Aligner,Camera Aligner,Consumables & service kits,frequent,High,SUP-006,EU,13.77,Bin,Active,B,C,R-H98,D,223,226,160,8064,226,1
WA-CMP-0549,REMO Bead Breaker Pad,Wheel Aligner,REMO,"Clamps, jaws & tooling",regular,Medium,SUP-013,North America,235.0,Small Rack,Active,A,C,R-H91,B,44,35,58,89,58,1
TC-BRG-0797,A2024 LL Support Bushing,Tyre Changer,A2024 LL,Bearings & shafts,regular,Medium,SUP-004,EU,65.0,Bin,Active,A,C,R-P33,D,152,208,51,1612,208,1
TE-CON-0431,Brake Tester O-Ring Kit,Technical Control,Brake Tester,Consumables & service kits,frequent,Low,SUP-003,EU,14.2,Bin,Active,B,C,R-F88,B,99,123,59,718,123,1
VL-CON-0396,Scissor Lift O-Ring Kit,Vehicle Lift,Scissor Lift,Consumables & service kits,frequent,Low,SUP-004,EU,40.02,Bin,Active,A,C,R-T40,E,153,164,148,3714,164,1
TC-CON-0187,HD1200 Truck Rubber Pad,Tyre Changer,HD1200 Truck,Consumables & service kits,frequent,Medium,SUP-012,Italy,6.25,Bin,Active,C,C,R-A59,E,140,241,84,2834,241,1
VL-BLT-0205,ERCO Lift Drive Belt,Vehicle Lift,ERCO Lift,Belts & pulleys,regular,Medium,SUP-006,EU,115.0,Bin,New,A,C,R-T41,E,167,158,45,1187,167,1
TC-BLT-0004,Artiglio Master Poly-V Belt,Tyre Changer,Artiglio Master,Belts & pulleys,regular,High,SUP-003,EU,110.0,Bin,Active,A,C,R-P45,D,89,109,27,262,109,1
WA-CON-0997,Camera Aligner Service Seal Pack,Wheel Aligner,Camera Aligner,Consumables & service kits,frequent,Low,SUP-009,Italy,9.17,Bin,Active,B,C,R-L63,D,267,167,134,5975,267,1
TC-CON-0766,Artiglio Master Grease Cartridge,Tyre Changer,Artiglio Master,Consumables & service kits,frequent,Low,SUP-016,EU,18.01,Bin,Active,B,C,R-F60,B,92,34,8,25,92,1
WA-BLT-0832,REMO Pulley Wheel,Wheel Aligner,REMO,Belts & pulleys,regular,Medium,SUP-016,EU,47.04,Bin,Active,B,C,R-G05,E,310,287,23,2046,310,1
WB-CON-0526,Eyelight Rubber Pad,Wheel Balancer,Eyelight,Consumables & service kits,frequent,Low,SUP-017,EU,19.12,Bin,Active,B,C,R-M45,B,128,35,19,85,128,1
TC-CON-0753,HD1200 Truck O-Ring Kit,Tyre Changer,HD1200 Truck,Consumables & service kits,frequent,Low,SUP-010,EU,7.27,Bin,Phase-out,C,C,R-L10,D,178,200,61,2172,200,0
TE-CON-0810,Test Lane Service Seal Pack,Technical Control,Test Lane,Consumables & service kits,frequent,Low,SUP-007,Eastern Europe,11.15,Bin,Active,B,C,R-M53,B,88,24,24,51,88,1
VL-CON-0589,Two-Post Lift Rubber Pad,Vehicle Lift,Two-Post Lift,Consumables & service kits,frequent,Medium,SUP-011,EU,4.66,Bin,Active,C,C,R-G31,B,98,130,6,76,130,1
VL-BRG-0767,Alignment Lift Bearing Set,Vehicle Lift,Alignment Lift,Bearings & shafts,regular,Medium,SUP-015,EU,170.0,Bin,Active,A,C,R-Z02,D,172,92,13,206,172,1
WA-CON-0048,REMO Grease Cartridge,Wheel Aligner,REMO,Consumables & service kits,frequent,Low,SUP-015,EU,4.5,Bin,Active,C,C,R-Q77,B,128,93,65,774,128,1
TC-CON-0469,A2024 LL Filter Kit,Tyre Changer,A2024 LL,Consumables & service kits,frequent,Low,SUP-004,EU,6.96,Bin,Active,C,C,R-N39,E,214,224,22,1055,224,1
TC-CON-0683,Basic Line TC Air Filter,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,High,SUP-005,Eastern Europe,35.94,Bin,Active,A,C,R-B96,B,86,129,13,144,129,1
WB-CON-0812,ET Series Protective Cover,Wheel Balancer,ET Series,Consumables & service kits,frequent,Low,SUP-004,EU,15.18,Bin,Active,B,C,R-P46,B,136,30,103,420,136,1
VL-BLT-0991,Alignment Lift Poly-V Belt,Vehicle Lift,Alignment Lift,Belts & pulleys,regular,High,SUP-007,Eastern Europe,150.0,Bin,Active,A,C,R-Y17,D,121,220,129,3434,220,1
VL-CON-0352,ERCO Lift Rubber Pad,Vehicle Lift,ERCO Lift,Consumables & service kits,frequent,Medium,SUP-003,EU,24.76,Bin,Active,A,C,R-H95,B,31,56,78,135,78,1
WB-CON-0677,Eyelight Protective Cover,Wheel Balancer,Eyelight,Consumables & service kits,frequent,Low,SUP-016,EU,7.97,Bin,Active,B,C,R-B60,B,92,71,75,490,92,1
TC-CON-0056,HD1200 Truck O-Ring Kit,Tyre Changer,HD1200 Truck,Consumables & service kits,frequent,Medium,SUP-020,EU,10.68,Bin,Active,B,C,R-P35,E,249,365,70,6362,365,1
VL-CON-0544,ERCO Lift Service Seal Pack,Vehicle Lift,ERCO Lift,Consumables & service kits,frequent,Medium,SUP-004,EU,4.26,Bin,Active,C,C,R-T70,B,79,42,107,355,107,1
WA-CON-0272,Camera Aligner O-Ring Kit,Wheel Aligner,Camera Aligner,Consumables & service kits,frequent,High,SUP-017,EU,5.31,Bin,Active,C,C,R-G74,E,415,270,171,19161,415,1
WA-BLT-0233,REMO Belt Tensioner,Wheel Aligner,REMO,Belts & pulleys,regular,High,SUP-013,North America,55.0,Bin,Active,A,C,R-I96,B,108,50,54,292,108,1
WB-CON-0245,Mobile Balancer Filter Kit,Wheel Balancer,Mobile Balancer,Consumables & service kits,frequent,Medium,SUP-011,EU,28.92,Bin,Active,B,C,R-B63,B,39,149,29,169,149,1
WB-CON-0301,EM 9000 Filter Kit,Wheel Balancer,EM 9000,Consumables & service kits,frequent,Medium,SUP-001,Italy,2.09,Bin,Phase-out,C,C,R-S94,E,132,241,117,3722,241,0
AD-CMP-0874,Camera Calibration Mounting Head,ADAS & Diagnosis,Camera Calibration,"Clamps, jaws & tooling",regular,High,SUP-007,Eastern Europe,295.0,Small Rack,Active,A,C,R-E93,D,299,185,128,7080,299,1
VL-CON-0924,Two-Post Lift Grease Cartridge,Vehicle Lift,Two-Post Lift,Consumables & service kits,frequent,Medium,SUP-013,North America,8.21,Bin,Active,C,C,R-D20,B,89,118,86,903,118,1
TC-BLT-0409,Basic Line TC Drive Belt,Tyre Changer,Basic Line TC,Belts & pulleys,regular,Medium,SUP-007,Eastern Europe,100.0,Bin,Active,A,C,R-D68,B,94,137,88,1133,137,1
TC-CON-0474,Basic Line TC Filter Kit,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,Medium,SUP-012,Italy,7.07,Bin,Active,C,C,R-Y12,B,88,78,64,439,88,1
TC-CON-0072,HD1200 Truck Lubrication Kit,Tyre Changer,HD1200 Truck,Consumables & service kits,frequent,Medium,SUP-020,EU,11.77,Bin,Active,B,C,R-Y10,E,263,335,119,10484,335,1
WB-BRG-0140,Mobile Balancer Hub Shaft,Wheel Balancer,Mobile Balancer,Bearings & shafts,regular,Medium,SUP-010,EU,175.0,Bin,Active,A,C,R-A22,B,87,34,93,275,93,1
TC-CON-0825,Artiglio Master Lubrication Kit,Tyre Changer,Artiglio Master,Consumables & service kits,frequent,Medium,SUP-019,EU,22.1,Bin,Active,B,C,R-Z50,E,154,302,28,1302,302,1
VL-CON-0792,Alignment Lift Air Filter,Vehicle Lift,Alignment Lift,Consumables & service kits,frequent,Low,SUP-012,Italy,9.72,Bin,Phase-out,B,C,R-Q64,F,607,279,26,4403,607,0
TC-CON-0630,Basic Line TC Protective Cover,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,Medium,SUP-004,EU,16.9,Bin,Active,B,C,R-S29,D,109,128,153,2135,153,1
TE-BRG-0020,Brake Tester Spindle Bearing,Technical Control,Brake Tester,Bearings & shafts,regular,Medium,SUP-018,EU,105.0,Bin,Active,A,C,R-N36,F,360,411,198,29296,411,1
WA-CON-0667,REMO Grease Cartridge,Wheel Aligner,REMO,Consumables & service kits,frequent,High,SUP-015,EU,20.49,Bin,Active,B,C,R-C52,B,91,99,87,784,99,1
WB-CON-0507,Mobile Balancer Service Seal Pack,Wheel Balancer,Mobile Balancer,Consumables & service kits,frequent,Medium,SUP-009,Italy,9.25,Bin,Active,C,C,R-N07,VER,672,710,36,17176,710,1
WA-CON-0017,3D Aligner O-Ring Kit,Wheel Aligner,3D Aligner,Consumables & service kits,frequent,Low,SUP-009,Italy,18.6,Bin,Active,B,C,R-M33,B,29,53,40,61,53,1
TC-CON-0515,Basic Line TC Grease Cartridge,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,Low,SUP-020,EU,22.04,Bin,Active,B,C,R-F79,D,232,85,161,3175,232,1
TC-CON-0937,Basic Line TC Grease Cartridge,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,Low,SUP-004,EU,5.8,Bin,Active,C,C,R-M58,D,225,213,38,1821,225,1
TC-CON-0552,Basic Line TC Air Filter,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,High,SUP-001,Italy,38.41,Bin,Phase-out,A,C,R-B46,B,145,100,50,725,145,0
VL-CON-0389,ERCO Lift Service Seal Pack,Vehicle Lift,ERCO Lift,Consumables & service kits,frequent,Low,SUP-010,EU,2.74,Bin,Active,C,C,R-B29,D,231,154,35,1245,231,1
TC-CON-0168,Basic Line TC Air Filter,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,Low,SUP-012,Italy,21.52,Bin,Active,A,C,R-D81,E,234,194,92,4176,234,1
VL-BLT-0882,Two-Post Lift Transmission Pulley,Vehicle Lift,Two-Post Lift,Belts & pulleys,regular,Medium,SUP-007,Eastern Europe,180.0,Bin,Active,A,C,R-C13,B,109,40,58,253,109,1
WA-BLT-0645,Camera Aligner Drive Belt,Wheel Aligner,Camera Aligner,Belts & pulleys,regular,Low,SUP-018,EU,60.0,Bin,Active,A,C,R-I39,B,122,78,76,723,122,1
WA-BRG-0587,REMO Main Shaft,Wheel Aligner,REMO,Bearings & shafts,regular,High,SUP-019,EU,150.0,Bin,Active,A,C,R-S29,E,298,231,73,5025,298,1
AD-CON-0360,Radar Calibration Air Filter,ADAS & Diagnosis,Radar Calibration,Consumables & service kits,frequent,Low,SUP-008,EU,8.78,Bin,Active,C,C,R-M32,D,150,216,118,3823,216,1
WA-CON-0781,REMO Protective Cover,Wheel Aligner,REMO,Consumables & service kits,frequent,Medium,SUP-006,EU,2.3,Bin,Active,C,C,R-B47,VER,1168,440,85,43683,1168,1
VL-CON-0297,Two-Post Lift Lubrication Kit,Vehicle Lift,Two-Post Lift,Consumables & service kits,frequent,Low,SUP-014,Eastern Europe,3.09,Bin,Active,C,C,R-Q84,E,315,154,137,6646,315,1
WB-CON-0955,EM 9000 Rubber Pad,Wheel Balancer,EM 9000,Consumables & service kits,frequent,Critical,SUP-009,Italy,18.05,Bin,Active,B,C,R-M27,F,636,425,123,33247,636,1
TC-CON-0294,Basic Line TC Protective Cover,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,Medium,SUP-003,EU,2.75,Bin,Active,C,C,R-C81,E,126,120,101,1527,126,1
TC-CON-0994,Basic Line TC O-Ring Kit,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,Low,SUP-001,Italy,15.45,Bin,Active,B,C,R-N56,B,60,142,79,673,142,1
TE-CON-0612,Suspension Tester Grease Cartridge,Technical Control,Suspension Tester,Consumables & service kits,frequent,Low,SUP-005,Eastern Europe,15.06,Bin,Active,B,C,R-S80,B,61,136,37,307,136,1
WB-CMP-0897,Eyelight Jaw Cover,Wheel Balancer,Eyelight,"Clamps, jaws & tooling",regular,High,SUP-020,EU,115.0,Small Rack,Active,A,C,R-E59,F,427,242,184,19013,427,1
WB-CON-0726,Mobile Balancer Grease Cartridge,Wheel Balancer,Mobile Balancer,Consumables & service kits,frequent,Medium,SUP-014,Eastern Europe,33.11,Bin,Active,A,C,R-F19,D,266,206,142,7781,266,1
WB-BLT-0664,Eyelight Belt Tensioner,Wheel Balancer,Eyelight,Belts & pulleys,regular,High,SUP-019,EU,145.0,Bin,New,A,C,R-E03,B,67,22,51,75,67,1
TC-CON-0451,HD1200 Truck Air Filter,Tyre Changer,HD1200 Truck,Consumables & service kits,frequent,Medium,SUP-013,North America,8.24,Bin,Active,C,D,R-A58,F,348,295,33,3388,348,1
TC-CMP-0800,Artiglio Master Jaw Cover,Tyre Changer,Artiglio Master,"Clamps, jaws & tooling",regular,High,SUP-006,EU,380.0,Small Rack,Active,A,C,R-F15,E,372,214,31,2468,372,1
TC-CON-0345,HD1200 Truck Lubrication Kit,Tyre Changer,HD1200 Truck,Consumables & service kits,frequent,Low,SUP-004,EU,3.4,Bin,Active,C,C,R-B61,D,203,103,125,2614,203,1
TC-BLT-0725,HD1200 Truck Drive Belt,Tyre Changer,HD1200 Truck,Belts & pulleys,regular,Low,SUP-019,EU,75.0,Bin,Active,A,C,R-C64,D,230,161,59,2185,230,1
TC-CON-0509,Basic Line TC Filter Kit,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,Medium,SUP-010,EU,9.44,Bin,Active,B,C,R-Y25,B,98,98,74,711,98,1
WB-CON-0189,ET Series O-Ring Kit,Wheel Balancer,ET Series,Consumables & service kits,frequent,High,SUP-018,EU,20.98,Bin,Active,B,C,R-N18,B,46,34,54,84,54,1
WB-BLT-0732,Eyelight Belt Tensioner,Wheel Balancer,Eyelight,Belts & pulleys,regular,Medium,SUP-001,Italy,48.56,Bin,Active,B,D,R-S80,B,55,27,83,123,83,1
WA-BRG-0278,REMO Hub Shaft,Wheel Aligner,REMO,Bearings & shafts,regular,Medium,SUP-015,EU,140.0,Bin,Active,A,D,R-H60,D,210,126,114,3016,210,1
VL-CON-0720,Alignment Lift Grease Cartridge,Vehicle Lift,Alignment Lift,Consumables & service kits,frequent,Low,SUP-004,EU,5.33,Bin,Active,C,C,R-Q89,E,308,375,130,15015,375,1
AD-CON-0088,Diagnostic Console O-Ring Kit,ADAS & Diagnosis,Diagnostic Console,Consumables & service kits,frequent,Medium,SUP-003,EU,40.89,Bin,Active,A,C,R-Y93,E,360,120,48,2074,360,1
WB-HYD-0928,ET Series Hydraulic Hose,Wheel Balancer,ET Series,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-002,Italy,630.0,Small Rack,Active,A,D,R-H79,F,328,415,97,13204,415,1
TC-CON-0985,A2024 LL Grease Cartridge,Tyre Changer,A2024 LL,Consumables & service kits,frequent,Low,SUP-003,EU,2.39,Bin,Active,C,C,R-Q50,D,200,172,107,3681,200,1
WA-CON-0637,3D Aligner Filter Kit,Wheel Aligner,3D Aligner,Consumables & service kits,frequent,Low,SUP-015,EU,9.42,Bin,Phase-out,B,C,R-G03,F,331,594,172,33818,594,0
TC-CON-0654,Artiglio Master Rubber Pad,Tyre Changer,Artiglio Master,Consumables & service kits,frequent,Critical,SUP-017,EU,13.74,Bin,Active,B,C,R-N53,B,57,33,12,23,57,1
VL-CON-0899,Scissor Lift Air Filter,Vehicle Lift,Scissor Lift,Consumables & service kits,frequent,Low,SUP-016,EU,21.44,Bin,Active,B,C,R-C20,D,170,133,139,3143,170,1
VL-CON-0661,ERCO Lift Service Seal Pack,Vehicle Lift,ERCO Lift,Consumables & service kits,frequent,Low,SUP-009,Italy,28.35,Bin,Active,A,C,R-Q15,D,288,180,98,5080,288,1
TC-CAB-0291,HD1200 Truck Signal Cable,Tyre Changer,HD1200 Truck,"Cables, connectors & harnesses",intermittent,Low,SUP-009,Italy,75.0,Bin,Active,B,D,R-Q71,B,75,113,97,822,113,1
TC-BRG-0110,Artiglio Master Main Shaft,Tyre Changer,Artiglio Master,Bearings & shafts,regular,High,SUP-009,Italy,26.49,Bin,Active,C,D,R-Y84,E,204,364,36,2673,364,1
WB-PNE-0100,ET Series Foot Pedal Valve,Wheel Balancer,ET Series,Pneumatic valves & cylinders,intermittent,Medium,SUP-006,EU,270.0,Small Rack,Active,A,D,R-D09,E,410,241,142,14031,410,1
VL-CMP-0367,ERCO Lift Cone Adaptor,Vehicle Lift,ERCO Lift,"Clamps, jaws & tooling",regular,Low,SUP-010,EU,34.66,Small Rack,New,B,D,R-F48,F,362,452,99,16199,452,1
WA-CMP-0176,REMO Wheel Clamp,Wheel Aligner,REMO,"Clamps, jaws & tooling",regular,Medium,SUP-005,Eastern Europe,425.0,Small Rack,Active,A,D,R-B88,VER,941,752,159,112513,941,1
WB-CMP-0590,ET Series Wheel Clamp,Wheel Balancer,ET Series,"Clamps, jaws & tooling",regular,Low,SUP-006,EU,295.0,Small Rack,Active,A,D,R-H11,D,211,164,103,3564,211,1
TC-SNS-0853,Basic Line TC Proximity Switch,Tyre Changer,Basic Line TC,"Sensors, encoders & switches",intermittent,High,SUP-014,Eastern Europe,170.0,Electronics Cage,Active,A,D,R-P81,PALLET,1089,480,424,221633,1089,1
VL-HYD-0709,Scissor Lift Pump Assembly,Vehicle Lift,Scissor Lift,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-015,EU,23.13,Small Rack,Active,C,D,R-H21,E,188,267,30,1506,267,1
TC-BLT-0426,Artiglio Master Pulley Wheel,Tyre Changer,Artiglio Master,Belts & pulleys,regular,Low,SUP-017,EU,50.0,Bin,Active,B,D,R-Z94,B,70,124,41,356,124,1
VL-CAB-0747,Two-Post Lift Sensor Harness,Vehicle Lift,Two-Post Lift,"Cables, connectors & harnesses",intermittent,High,SUP-007,Eastern Europe,13.8,Bin,Active,C,D,R-Z95,B,85,28,111,264,111,1
WA-PNE-0175,REMO Air Regulator,Wheel Aligner,REMO,Pneumatic valves & cylinders,intermittent,High,SUP-011,EU,105.0,Small Rack,Active,B,D,R-F32,PALLET,799,741,825,488449,825,1
AD-PNE-0068,Camera Calibration Pneumatic Cylinder,ADAS & Diagnosis,Camera Calibration,Pneumatic valves & cylinders,intermittent,High,SUP-010,EU,40.65,Small Rack,Phase-out,B,D,R-M45,E,397,281,171,19076,397,0
TE-CMP-0391,Test Lane Jaw Cover,Technical Control,Test Lane,"Clamps, jaws & tooling",regular,Medium,SUP-014,Eastern Europe,33.64,Small Rack,Active,C,D,R-A41,E,370,216,32,2557,370,1
TC-BLT-0534,HD1200 Truck Drive Belt,Tyre Changer,HD1200 Truck,Belts & pulleys,regular,Medium,SUP-003,EU,55.0,Bin,Active,B,D,R-H11,B,90,146,101,1327,146,1
VL-BLT-0163,Two-Post Lift Belt Tensioner,Vehicle Lift,Two-Post Lift,Belts & pulleys,regular,Medium,SUP-017,EU,15.01,Bin,Active,C,D,R-I17,VER,1012,465,161,75763,1012,1
VL-CON-0423,Scissor Lift Protective Cover,Vehicle Lift,Scissor Lift,Consumables & service kits,frequent,Medium,SUP-006,EU,2.9,Bin,Active,C,D,R-N46,D,83,204,91,1541,204,1
TE-BLT-0173,Suspension Tester Pulley Wheel,Technical Control,Suspension Tester,Belts & pulleys,regular,High,SUP-008,EU,12.89,Bin,Active,C,D,R-S80,E,402,290,73,8510,402,1
VL-BLT-0871,Scissor Lift Motor Belt,Vehicle Lift,Scissor Lift,Belts & pulleys,regular,Critical,SUP-017,EU,180.0,Bin,Active,A,D,R-A74,D,111,240,37,986,240,1
VL-SNS-0794,Alignment Lift Limit Switch,Vehicle Lift,Alignment Lift,"Sensors, encoders & switches",intermittent,High,SUP-006,EU,60.0,Electronics Cage,Active,B,D,R-H32,B,125,124,59,914,125,1
WB-BLT-0511,EM 9000 Belt Tensioner,Wheel Balancer,EM 9000,Belts & pulleys,regular,Critical,SUP-004,EU,85.0,Bin,Active,B,D,R-Z97,VER,727,437,99,31452,727,1
TC-CMP-0380,Artiglio Master Wheel Clamp,Tyre Changer,Artiglio Master,"Clamps, jaws & tooling",regular,Medium,SUP-016,EU,530.0,Small Rack,Active,A,D,R-B97,B,81,53,91,391,91,1
VL-BLT-0622,Scissor Lift Timing Belt,Vehicle Lift,Scissor Lift,Belts & pulleys,regular,High,SUP-019,EU,70.0,Bin,Active,A,D,R-A77,B,133,125,92,1530,133,1
WB-BRG-0519,Eyelight Hub Shaft,Wheel Balancer,Eyelight,Bearings & shafts,regular,Medium,SUP-003,EU,60.0,Bin,Active,A,D,R-A77,E,175,232,27,1096,232,1
VL-CON-0584,Two-Post Lift Service Seal Pack,Vehicle Lift,Two-Post Lift,Consumables & service kits,frequent,Medium,SUP-013,North America,13.61,Bin,Active,C,D,R-G66,B,37,132,105,513,132,1
WB-BLT-0948,EM 9000 Transmission Pulley,Wheel Balancer,EM 9000,Belts & pulleys,regular,High,SUP-005,Eastern Europe,65.0,Bin,Active,A,D,R-F90,B,58,98,22,125,98,1
WB-CON-0935,Eyelight Rubber Pad,Wheel Balancer,Eyelight,Consumables & service kits,frequent,Medium,SUP-007,Eastern Europe,9.56,Bin,Active,C,C,R-Q15,B,49,117,62,355,117,1
VL-PNE-0203,ERCO Lift Pressure Switch,Vehicle Lift,ERCO Lift,Pneumatic valves & cylinders,intermittent,Low,SUP-005,Eastern Europe,135.0,Small Rack,Active,A,D,R-B44,PALLET,895,722,170,109852,895,1
VL-BRG-0381,Scissor Lift Bearing Set,Vehicle Lift,Scissor Lift,Bearings & shafts,regular,High,SUP-019,EU,65.0,Bin,Active,A,C,R-Y75,E,367,265,120,11671,367,1
TE-BRG-0323,Brake Tester Bearing Set,Technical Control,Brake Tester,Bearings & shafts,regular,High,SUP-013,North America,80.0,Bin,Active,A,D,R-C06,VER,1081,719,97,75392,1081,1
WB-CAB-0081,EM 9000 Sensor Harness,Wheel Balancer,EM 9000,"Cables, connectors & harnesses",intermittent,Medium,SUP-005,Eastern Europe,90.0,Bin,Active,B,D,R-I06,E,171,128,90,1970,171,1
WA-CMP-0842,Exact Precision Cone Adaptor,Wheel Aligner,Exact Precision,"Clamps, jaws & tooling",regular,High,SUP-015,EU,85.0,Small Rack,Active,A,D,R-I95,D,121,207,29,726,207,1
WB-SNS-0434,EM 9000 Speed Sensor,Wheel Balancer,EM 9000,"Sensors, encoders & switches",intermittent,High,SUP-013,North America,140.0,Electronics Cage,Active,A,D,R-I76,B,91,84,58,443,91,1
WA-BLT-0216,Exact Precision Belt Tensioner,Wheel Aligner,Exact Precision,Belts & pulleys,regular,Medium,SUP-017,EU,13.95,Bin,Active,C,D,R-H72,B,132,43,51,289,132,1
VL-CMP-0289,ERCO Lift Wheel Clamp,Vehicle Lift,ERCO Lift,"Clamps, jaws & tooling",regular,Low,SUP-002,Italy,295.0,Small Rack,Phase-out,A,D,R-Z92,F,332,498,79,13062,498,0
WA-CAB-0124,Exact Precision Sensor Harness,Wheel Aligner,Exact Precision,"Cables, connectors & harnesses",intermittent,Low,SUP-005,Eastern Europe,65.0,Bin,Active,B,D,R-S07,B,118,81,34,325,118,1
WB-CON-0808,Eyelight Air Filter,Wheel Balancer,Eyelight,Consumables & service kits,frequent,Medium,SUP-018,EU,13.71,Bin,Active,B,C,R-M84,F,271,391,145,15364,391,1
WB-CON-0714,EM 9000 O-Ring Kit,Wheel Balancer,EM 9000,Consumables & service kits,frequent,Low,SUP-006,EU,41.66,Bin,Active,A,C,R-T04,F,291,277,50,4030,291,1
TC-CAB-0966,Basic Line TC Connector Kit,Tyre Changer,Basic Line TC,"Cables, connectors & harnesses",intermittent,High,SUP-009,Italy,11.03,Bin,Active,C,D,R-F58,ORANGE,757,511,501,193800,757,1
TC-CMP-0532,A2024 LL Clamping Jaw,Tyre Changer,A2024 LL,"Clamps, jaws & tooling",regular,High,SUP-007,Eastern Europe,31.95,Small Rack,Active,B,D,R-C41,PALLET,946,521,372,183346,946,1
VL-SNS-0416,Two-Post Lift Load Cell,Vehicle Lift,Two-Post Lift,"Sensors, encoders & switches",intermittent,High,SUP-018,EU,155.0,Electronics Cage,Active,A,D,R-L14,PALLET,993,797,570,451110,993,1
AD-PNE-0379,Diagnostic Console Pressure Switch,ADAS & Diagnosis,Diagnostic Console,Pneumatic valves & cylinders,intermittent,Critical,SUP-005,Eastern Europe,80.0,Small Rack,Active,B,D,R-M82,D,296,189,31,1734,296,1
WB-CMP-0351,Mobile Balancer Turntable Clamp,Wheel Balancer,Mobile Balancer,"Clamps, jaws & tooling",regular,Medium,SUP-002,Italy,115.0,Small Rack,Active,A,D,R-N87,E,175,176,49,1509,176,1
AD-CON-0779,Diagnostic Console Filter Kit,ADAS & Diagnosis,Diagnostic Console,Consumables & service kits,frequent,Low,SUP-017,EU,11.74,Bin,Active,B,C,R-N13,E,233,317,179,13221,317,1
WA-CON-0953,REMO Service Seal Pack,Wheel Aligner,REMO,Consumables & service kits,frequent,Low,SUP-004,EU,10.69,Bin,Active,B,C,R-P19,D,144,208,30,899,208,1
WA-CON-0424,3D Aligner Service Seal Pack,Wheel Aligner,3D Aligner,Consumables & service kits,frequent,Low,SUP-001,Italy,18.22,Bin,Phase-out,B,C,R-Q45,B,35,142,65,323,142,0
WA-CMP-0084,Camera Aligner Cone Adaptor,Wheel Aligner,Camera Aligner,"Clamps, jaws & tooling",regular,Medium,SUP-005,Eastern Europe,125.0,Small Rack,Active,A,D,R-H93,E,173,287,40,1986,287,1
AD-BRG-0029,Radar Calibration Hub Shaft,ADAS & Diagnosis,Radar Calibration,Bearings & shafts,regular,High,SUP-012,Italy,50.0,Bin,Active,A,C,R-N82,B,99,84,104,865,104,1
WA-CAB-0547,3D Aligner Sensor Harness,Wheel Aligner,3D Aligner,"Cables, connectors & harnesses",intermittent,Low,SUP-006,EU,15.83,Bin,Active,C,D,R-F18,B,93,36,63,211,93,1
WA-HYD-0287,Exact Precision Hose Coupling,Wheel Aligner,Exact Precision,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-015,EU,250.0,Small Rack,Active,A,D,R-E96,PALLET,722,790,792,451741,792,1
WB-PNE-0308,Mobile Balancer Air Hose Set,Wheel Balancer,Mobile Balancer,Pneumatic valves & cylinders,intermittent,Medium,SUP-019,EU,50.0,Small Rack,Active,B,D,R-I59,E,227,281,60,3827,281,1
